Município: GUARANTA DO NORTE, (null), Latitude: None, Longitude: None
Município: CATAGUASES, MG, Latitude: -21.387426, Longitude: -42.6957219
Município: CATUJI, MG, Latitude: -17.3023659, Longitude: -41.5166395
Município: CAXAMBU, MG, Latitude: -21.9755872, Longitude: -44.9311403
Município: CENTRALINA, MG, Latitude: -18.5843349, Longitude: -49.1954739
Município: CHIADOR, MG, Latitude: -22.002778, Longitude: -43.057222
Município: CLARO DOS POCOES, MG, Latitude: -17.0758235, Longitude: -44.2117357
Município: CAPIM BRANCO, MG, Latitude: -16.3877865, Longitude: -46.8970553
Município: CAMPOS ALTOS, MG, Latitude: -19.696389, Longitude: -46.171389
Município: BRUMADINHO, MG, Latitude: -20.143611, Longitude: -44.2
Município: CAMPO FLORIDO, MG, Latitude: -19.760833, Longitude: -48.572223
Município: BUENOPOLIS, MG, Latitude: -17.8756607, Longitude: -44.1749365
Município: BURITIZEIRO, MG, Latitude: -17.3667765, Longitude: -44.9647781
Município: CABECEIRA GRANDE, MG, Latitude: -16.0297, Longitude: -47.0906
Município: CABO VERDE, MG, Latitude: -21.4743338, Longitude: -46.3964995
Município: CACHOEIRA DE MINAS, MG, Latitude: -22.3554043, Longitude: -45.7796324
Município: CACHOEIRA DE PAJEU, MG, Latitude: -15.965833, Longitude: -41.496666
Município: CAETANOPOLIS, MG, Latitude: -19.2947496, Longitude: -44.4138386
Município: CAETE, MG, Latitude: -19.897777, Longitude: -43.670278
Município: CALDAS, MG, Latitude: -21.923611, Longitude: -46.386111
Município: CAMANDUCAIA, MG, Latitude: -22.755278, Longitude: -46.144444
Município: CAMBUI, MG, Latitude: -22.6122501, Longitude: -46.0572137
Município: CAMBUQUIRA, MG, Latitude: -21.8565598, Longitude: -45.254290825
Município: CAMPANARIO, MG, Latitude: -18.2398144, Longitude: -41.7271768
Município: CAMPANHA, MG, Latitude: -21.8361108, Longitude: -45.401986
Município: CAMPESTRE, MG, Latitude: -19.6142116, Longitude: -43.219378
Município: ABRE CAMPO, MG, Latitude: -20.295421, Longitude: -42.480131
Município: ZE DOCA, MA, Latitude: -3.270145, Longitude: -45.655344
Município: VITORINO FREIRE, MA, Latitude: -4.2885303, Longitude: -45.2417582
Município: MATINHA, MA, Latitude: -3.102212, Longitude: -45.032208
Município: MATOES DO NORTE, MA, Latitude: -3.6268881, Longitude: -44.5547543
Município: MIRANDA DO NORTE, MA, Latitude: -3.5658706, Longitude: -44.5825329
Município: MONCAO, MA, Latitude: -3.4842036, Longitude: -45.2515472
Município: MONTES ALTOS, MA, Latitude: -5.8316731, Longitude: -47.0658003
Município: MORROS, MA, Latitude: -2.8652201, Longitude: -44.0390477
Município: NOVA OLINDA DO MARANHAO, MA, Latitude: -2.8043732, Longitude: -45.7013215
Município: OLHO DAGUA DAS CUNHAS, MA, Latitude: None, Longitude: None
Município: PARAIBANO, MA, Latitude: -6.4316929, Longitude: -43.9877038
Município: PASTOS BONS, MA, Latitude: -6.6013999, Longitude: -44.0878124
Município: PEDREIRAS, MA, Latitude: -4.5687989, Longitude: -44.6003029
Município: PERITORO, MA, Latitude: -4.3723643, Longitude: -44.3317455
Município: PINDARE MIRIM, MA, Latitude: -3.6124457, Longitude: -45.3404235
Município: PINDARE-MIRIM, MA, Latitude: -3.6124457, Longitude: -45.3404235
Município: PIO XII, MA, Latitude: -3.8911223, Longitude: -45.1710284
Município: PORTO FRANCO, MA, Latitude: -6.34149, Longitude: -47.396188
Município: MATOES, MA, Latitude: -5.5210672, Longitude: -43.2041534
Município: MARANHAOZINHO, MA, Latitude: -2.2429316, Longitude: -45.8588977
Município: VITORIA DO MEARIM, MA, Latitude: -3.4622876, Longitude: -44.869715
Município: MARACACUME, MA, Latitude: -2.049177, Longitude: -45.958734
Município: GOVERNADOR NUNES FREIRE, MA, Latitude: -2.1303959, Longitude: -45.8900498
Município: GRACA ARANHA, MA, Latitude: -5.4063519, Longitude: -44.33271
Município: GRAJAU, MA, Latitude: -5.8154034, Longitude: -46.1361454
Município: HUMBERTO DE CAMPOS, MA, Latitude: -2.598282, Longitude: -43.464877
Município: ICATU, MA, Latitude: -2.772065, Longitude: -44.050061
Município: IGARAPE DO MEIO, MA, Latitude: -3.6397814, Longitude: -45.1872837
Município: IMPERATRIZ, MA, Latitude: -5.5269279, Longitude: -47.478115
Município: ITAPECURU MIRIM, MA, Latitude: -3.3973569, Longitude: -44.3560724
Município: ITINGA DO MARANHAO, MA, Latitude: -4.452925, Longitude: -47.5253727
Município: JATOBA, MA, Latitude: -5.8195391, Longitude: -44.223188
Município: JENIPAPO DOS VIEIRAS, MA, Latitude: -5.3679814, Longitude: -45.6348267
Município: JUNCO DO MARANHAO, MA, Latitude: -1.8799132, Longitude: -46.0726685
Município: LAGO VERDE, MA, Latitude: -4.042525, Longitude: -44.9364782
Município: LAJEADO NOVO, MA, Latitude: -6.1898777, Longitude: -47.0325965
Município: LORETO, MA, Latitude: -7.08562, Longitude: -45.1397421
Município: PRESIDENTE DUTRA, MA, Latitude: -5.289801, Longitude: -44.49498
Município: PRESIDENTE JUSCELINO, MA, Latitude: -2.9262742, Longitude: -44.0653783
Município: PRESIDENTE MEDICI, MA, Latitude: -2.3764612, Longitude: -45.8207313
Município: PRESIDENTE VARGAS, MA, Latitude: -3.4065166, Longitude: -44.0270508
Município: SAO JOAO DO SOTER, MA, Latitude: -5.1122323, Longitude: -43.8109269
Município: SAO JOAO DOS PATOS, MA, Latitude: -6.4934, Longitude: -43.703623
Município: SAO JOSE DE RIBAMAR, MA, Latitude: -2.5609115, Longitude: -44.0559509
Município: SAO LUIS, MA, Latitude: -2.5295265, Longitude: -44.2963942
Município: SAO LUIS GONZAGA DO MARANHAO, MA, Latitude: -4.3727458, Longitude: -44.6690368
Município: SAO MATEUS DO MARANHAO, MA, Latitude: -4.0289169, Longitude: -44.4667342
Município: SAO RAIMUNDO DAS MANGABEIRAS, MA, Latitude: -7.023608, Longitude: -45.4769436
Município: SATUBINHA, MA, Latitude: -4.037456, Longitude: -45.238266
Município: SENADOR ALEXANDRE COSTA, MA, Latitude: -5.2597445, Longitude: -44.0542395
Município: SITIO NOVO, MA, Latitude: -5.881254, Longitude: -46.7017184
Município: SUCUPIRA DO RIACHAO, MA, Latitude: -6.4136163, Longitude: -43.5453433
Município: TIMON, MA, Latitude: -5.1023325, Longitude: -42.8449518
Município: TUFILANDIA, MA, Latitude: -3.6734127, Longitude: -45.6357014
Município: TUNTUM, MA, Latitude: -5.2630885, Longitude: -44.6448502
Município: VARGEM GRANDE, MA, Latitude: -3.5443611, Longitude: -43.9149128
Município: SAO FRANCISCO DO MARANHAO, MA, Latitude: -6.249397, Longitude: -42.8581192
Município: SAO FRANCISCO DO BREJAO, MA, Latitude: -5.124869, Longitude: -47.3871865
Município: SAO FELIX DE BALSAS, MA, Latitude: -7.0834586, Longitude: -44.8139329
Município: SANTA INES, MA, Latitude: -3.6647821, Longitude: -45.3826869
Município: PRIMEIRA CRUZ, MA, Latitude: -2.5076725, Longitude: -43.4385918
Município: RIACHAO, MA, Latitude: -7.3642557, Longitude: -46.6226095
Município: RIBAMAR FIQUENE, MA, Latitude: -5.930666, Longitude: -47.388777
Município: ROSARIO, MA, Latitude: -2.9405903, Longitude: -44.2491088
Município: SAMBAIBA, MA, Latitude: -7.134473, Longitude: -45.351506
Município: SANTA HELENA, MA, Latitude: -2.234387, Longitude: -45.3002279
Município: SANTA LUZIA, MA, Latitude: -3.9633675, Longitude: -45.6637956
Município: SAO DOMINGOS DO MARANHAO, MA, Latitude: -5.5799743, Longitude: -44.3841617
Município: SANTA LUZIA DO PARUA, MA, Latitude: -2.5440662, Longitude: -45.775757
Município: SANTA QUITERIA DO MARANHAO, MA, Latitude: -3.4967557, Longitude: -42.563878
Município: SANTA RITA, MA, Latitude: -3.1411146, Longitude: -44.3270285
Município: SANTO AMARO DO MARANHAO, MA, Latitude: -2.4987599, Longitude: -43.253274
Município: SANTO ANTONIO DOS LOPES, MA, Latitude: -4.866134, Longitude: -44.365278
Município: SAO DOMINGOS DO AZEITAO, MA, Latitude: -6.810868, Longitude: -44.6445713
Município: COMENDADOR GOMES, MG, Latitude: -19.695155, Longitude: -49.0843408
Município: CONCEICAO DAS ALAGOAS, MG, Latitude: -19.9194009, Longitude: -48.3803414
Município: CONCEICAO DO PARA, MG, Latitude: -19.752222, Longitude: -44.896944
Município: MATIPO, MG, Latitude: -20.2896695, Longitude: -42.3426599
Município: MEDINA, MG, Latitude: -16.2270466, Longitude: -41.4763373
Município: MIRADOURO, MG, Latitude: -20.890277, Longitude: -42.3425
Município: MOEMA, MG, Latitude: -19.8435409, Longitude: -45.4106241
Município: MONSENHOR PAULO, MG, Latitude: -21.757778, Longitude: -45.541111
Município: MONTE ALEGRE DE MINAS, MG, Latitude: -18.870278, Longitude: -48.880556
Município: MONTE CARMELO, MG, Latitude: -18.7260939, Longitude: -47.4958859
Município: MONTES CLAROS, MG, Latitude: -16.7273538, Longitude: -43.8717676
Município: MORRO DA GARCA, MG, Latitude: -18.5435188, Longitude: -44.6030199
Município: MURIAE, MG, Latitude: -21.130556, Longitude: -42.366389
Município: MUZAMBINHO, MG, Latitude: -21.3684325, Longitude: -46.522317
Município: NAQUE, MG, Latitude: -19.2271271, Longitude: -42.3280185
Município: NEPOMUCENO, MG, Latitude: -21.232744, Longitude: -45.2352276
Município: NOVA ERA, MG, Latitude: -20.7426124, Longitude: -42.8807584
Município: NOVA LIMA, MG, Latitude: -19.9854089, Longitude: -43.8470691
Município: NOVA PONTE, MG, Latitude: -19.1692213, Longitude: -47.6717642
Município: MATOZINHOS, MG, Latitude: -19.5576547, Longitude: -44.0816035
Município: MATIAS BARBOSA, MG, Latitude: -21.8691643, Longitude: -43.3180624
Município: JURUAIA, MG, Latitude: -21.252778, Longitude: -46.577223
Município: MATHIAS LOBATO, MG, Latitude: -18.5760459, Longitude: -41.9155448
Município: LAGOA GRANDE, MG, Latitude: -17.836111, Longitude: -46.517223
Município: LARANJAL, MG, Latitude: -21.365278, Longitude: -42.477778
Município: LAVRAS, MG, Latitude: -21.2425512, Longitude: -44.9991978
Município: LEOPOLDINA, MG, Latitude: -21.5314282, Longitude: -42.6403534
Município: LIBERDADE, MG, Latitude: -22.0253009, Longitude: -44.3208231
Município: LIMA DUARTE, MG, Latitude: -21.842777, Longitude: -43.792777
Município: LUISLANDIA, MG, Latitude: -16.1150169, Longitude: -44.5849349
Município: LUZ, MG, Latitude: -19.7871171, Longitude: -45.6846736
Município: MACHADO, MG, Latitude: -21.6762861, Longitude: -45.9211696
Município: MANHUACU, MG, Latitude: -20.2574434, Longitude: -42.0340769
Município: MANHUMIRIM, MG, Latitude: -20.3599141, Longitude: -41.9554606
Município: MARIO CAMPOS, MG, Latitude: -20.0511, Longitude: -44.1858
Município: MARIPA DE MINAS, MG, Latitude: -21.6975, Longitude: -42.959167
Município: MARTINS SOARES, MG, Latitude: -20.2583778, Longitude: -41.8761462
Município: MATEUS LEME, MG, Latitude: -19.986666, Longitude: -44.428056
Município: NOVA SERRANA, MG, Latitude: -19.875834, Longitude: -44.984166
Município: NOVA UNIAO, MG, Latitude: -19.6901893, Longitude: -43.580107
Município: OLARIA, MG, Latitude: -21.8607194, Longitude: -43.9370942
Município: OLIVEIRA, MG, Latitude: -20.6971953, Longitude: -44.8273969
Município: PIEDADE DE CARATINGA, MG, Latitude: -19.7601211, Longitude: -42.0767321
Município: PIRANGUINHO, MG, Latitude: -22.4029372, Longitude: -45.5338952
Município: PIRAPORA, MG, Latitude: -17.3493765, Longitude: -44.9507904
Município: PLANURA, MG, Latitude: -20.1368583, Longitude: -48.7066819
Município: POCOS DE CALDAS, MG, Latitude: -21.7900318, Longitude: -46.5647928
Município: POCRANE, MG, Latitude: -19.6192747, Longitude: -41.6365314
Município: POMPEU, MG, Latitude: -19.218611, Longitude: -45.002778
Município: PONTO DOS VOLANTES, MG, Latitude: -16.7532049, Longitude: -41.5044548
Município: POUSO ALEGRE, MG, Latitude: -22.2343858, Longitude: -45.9327241
Município: POUSO ALTO, MG, Latitude: -22.193889, Longitude: -44.972778
Município: PRATA, MG, Latitude: -19.307222, Longitude: -48.923889
Município: PRESIDENTE OLEGARIO, MG, Latitude: -18.415, Longitude: -46.419723
Município: RAUL SOARES, MG, Latitude: -20.102222, Longitude: -42.451944
Município: REDUTO, MG, Latitude: -20.2442531, Longitude: -41.9839974
Município: RESSAQUINHA, MG, Latitude: -21.063056, Longitude: -43.762778
Município: PERIQUITO, MG, Latitude: -19.1559319, Longitude: -42.2412259
Município: PERDOES, MG, Latitude: -21.0919737, Longitude: -45.0903543
Município: PERDIZES, MG, Latitude: -19.3503361, Longitude: -47.2938235
Município: PARACATU, MG, Latitude: -17.2174056, Longitude: -46.8707514
Município: OLIVEIRA FORTES, MG, Latitude: -21.3391156, Longitude: -43.4577139
Município: ORIZANIA, MG, Latitude: -20.5057698, Longitude: -42.2087072
Município: OURO PRETO, MG, Latitude: -20.385527, Longitude: -43.5035214
Município: PADRE CARVALHO, MG, Latitude: -16.3647, Longitude: -42.515
Município: PADRE PARAISO, MG, Latitude: -17.0750322, Longitude: -41.4850334
Município: PARA DE MINAS, MG, Latitude: -19.8599637, Longitude: -44.6075313
Município: PARAOPEBA, MG, Latitude: -19.2756823, Longitude: -44.4034123
Município: PEDRO LEOPOLDO, MG, Latitude: -19.617778, Longitude: -44.043055
Município: PASSA QUATRO, MG, Latitude: -22.3893803, Longitude: -44.9666039
Município: PATOS DE MINAS, MG, Latitude: -18.6041453, Longitude: -46.5096698
Município: PATROCINIO, MG, Latitude: -18.9408294, Longitude: -46.9926624
Município: PATROCINIO DO MURIAE, MG, Latitude: -21.153333, Longitude: -42.214444
Município: PEDRA AZUL, MG, Latitude: -16.005556, Longitude: -41.28
Município: PEDRINOPOLIS, MG, Latitude: -19.2275, Longitude: -47.461944
Município: LAGOA FORMOSA, MG, Latitude: -18.7741896, Longitude: -46.4082511
Município: JUIZ DE FORA, MG, Latitude: -21.7609533, Longitude: -43.3501129
Município: CONCEICAO DO RIO VERDE, MG, Latitude: -21.881078, Longitude: -45.0868526
Município: DIVINOPOLIS, MG, Latitude: -20.1597921, Longitude: -44.8739341
Município: DOM CAVATI, MG, Latitude: -19.3744152, Longitude: -42.1067301
Município: ENGENHEIRO CALDAS, MG, Latitude: -19.201389, Longitude: -42.046944
Município: ENGENHEIRO NAVARRO, MG, Latitude: -17.286622, Longitude: -43.9515719
Município: ESMERALDAS, MG, Latitude: -19.7613111, Longitude: -44.3145945
Município: ESTIVA, MG, Latitude: -22.4638686, Longitude: -46.0182101
Município: ESTRELA DO SUL, MG, Latitude: -18.7420499, Longitude: -47.6900736
Município: EUGENOPOLIS, MG, Latitude: -21.0968165, Longitude: -42.1850985
Município: EWBANK DA CAMARA, MG, Latitude: -21.551389, Longitude: -43.509722
Município: EXTREMA, MG, Latitude: -22.8549109, Longitude: -46.3190079
Município: FELIXLANDIA, MG, Latitude: -18.7573983, Longitude: -44.8991465
Município: FERVEDOURO, MG, Latitude: -20.7292242, Longitude: -42.2785942
Município: FLORESTAL, MG, Latitude: -19.8878705, Longitude: -44.4314766
Município: FRANCISCO SA, MG, Latitude: -16.4777211, Longitude: -43.4942587
Município: FREI INOCENCIO, MG, Latitude: -18.563076, Longitude: -41.9064881
Município: FRONTEIRA, MG, Latitude: -20.286111, Longitude: -49.202778
Município: DIVISA ALEGRE, MG, Latitude: -15.7207751, Longitude: -41.3442809
Município: DIVINO, MG, Latitude: -20.6151497, Longitude: -42.1474733
Município: JUATUBA, MG, Latitude: -19.954001, Longitude: -44.3407921
Município: DELTA, MG, Latitude: -19.9769, Longitude: -47.7711
Município: CONGONHAL, MG, Latitude: -22.1532505, Longitude: -46.0404698
Município: CONGONHAS, MG, Latitude: -20.5015168, Longitude: -43.8564586
Município: CONSELHEIRO LAFAIETE, MG, Latitude: -20.6596107, Longitude: -43.785743
Município: CONTAGEM, MG, Latitude: -19.9132749, Longitude: -44.0840953
Município: CORACAO DE JESUS, MG, Latitude: -16.6888187, Longitude: -44.3577401
Município: CORINTO, MG, Latitude: -18.363056, Longitude: -44.456111
Município: COROMANDEL, MG, Latitude: -18.473889, Longitude: -47.200278
Município: CORONEL FABRICIANO, MG, Latitude: -19.5200067, Longitude: -42.6282686
Município: CORREGO DANTA, MG, Latitude: -19.823889, Longitude: -45.904167
Município: CRISOLITA, MG, Latitude: -17.2391664, Longitude: -40.9132444
Município: CRISTIANO OTONI, MG, Latitude: -20.8324096, Longitude: -43.8053057
Município: CRUZILIA, MG, Latitude: -21.838333, Longitude: -44.808056
Município: CURRAL DE DENTRO, MG, Latitude: -15.9332656, Longitude: -41.8568896
Município: CURVELO, MG, Latitude: -18.7571926, Longitude: -44.4305993
Município: DELFIM MOREIRA, MG, Latitude: -22.5086783, Longitude: -45.2792398
Município: FRUTA DE LEITE, MG, Latitude: -16.1169, Longitude: -42.5278
Município: FRUTAL, MG, Latitude: -20.0220064, Longitude: -48.9280076
Município: GOVERNADOR VALADARES, MG, Latitude: -18.8539497, Longitude: -41.9458753
Município: GRAO MOGOL, MG, Latitude: -16.5634214, Longitude: -42.8929185
Município: ITAJUBA, MG, Latitude: -22.4238234, Longitude: -45.4524156
Município: ITAMBACURI, MG, Latitude: -18.0391974, Longitude: -41.6751876
Município: ITAMONTE, MG, Latitude: -22.2830726, Longitude: -44.8695785
Município: ITANHANDU, MG, Latitude: -22.2957913, Longitude: -44.9366732
Município: ITAOBIM, MG, Latitude: -16.5614934, Longitude: -41.502275
Município: ITAPEVA, MG, Latitude: -22.7071665, Longitude: -46.23015850595238
Município: ITATIAIUCU, MG, Latitude: -20.1975724, Longitude: -44.4224889
Município: ITAUNA, MG, Latitude: -20.075556, Longitude: -44.576389
Município: ITUIUTABA, MG, Latitude: -18.9691887, Longitude: -49.4639335
Município: JAGUARACU, MG, Latitude: -19.6471951, Longitude: -42.7513291
Município: JAMPRUCA, MG, Latitude: -18.4613981, Longitude: -41.8092299
Município: JEQUITAI, MG, Latitude: -17.2328217, Longitude: -44.4383463
Município: JOAO MONLEVADE, MG, Latitude: -19.809444, Longitude: -43.173334
Município: JOAO PINHEIRO, MG, Latitude: -17.742777, Longitude: -46.175278
Município: JOAQUIM FELICIO, MG, Latitude: -17.7602437, Longitude: -44.1701635
Município: ITAGUARA, MG, Latitude: -20.391389, Longitude: -44.488055
Município: ITABIRITO, MG, Latitude: -20.2519724, Longitude: -43.8029171
Município: ITABIRA, MG, Latitude: -19.6190169, Longitude: -43.226248
Município: IGARAPE, MG, Latitude: -20.068789, Longitude: -44.3017439
Município: GUARARA, MG, Latitude: -21.731945, Longitude: -43.037777
Município: GUAXUPE, MG, Latitude: -21.3087615, Longitude: -46.7190609
Município: GUIMARANIA, MG, Latitude: -18.8442251, Longitude: -46.7925141
Município: GURINHATA, MG, Latitude: -19.2114486, Longitude: -49.7840077
Município: IBIA, MG, Latitude: -19.4771843, Longitude: -46.5386956
Município: IBIAI, MG, Latitude: -16.861111, Longitude: -44.913889
Município: IGARATINGA, MG, Latitude: -19.955278, Longitude: -44.7089254
Município: IPUIUNA, MG, Latitude: -22.0993203, Longitude: -46.1896557
Município: ILICINEA, MG, Latitude: -20.9390196, Longitude: -45.8263558
Município: IMBE DE MINAS, MG, Latitude: -19.5989453, Longitude: -41.9694294
Município: INDIANOPOLIS, MG, Latitude: -19.0391972, Longitude: -47.9178436
Município: INHAPIM, MG, Latitude: -19.5501834, Longitude: -42.1209879
Município: IPANEMA, MG, Latitude: -19.7999954, Longitude: -41.7138807
Município: IPATINGA, MG, Latitude: -19.4777807, Longitude: -42.5270802
Município: XAMBIOA, TO, Latitude: -6.4084693, Longitude: -48.5336069
